id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
3039,London,Sydney,Rio de Janeiro,Madrid;Porto;Roma,110,Sim,Cabine,Perdida,Normal,Normal,2809
3040,Funchal,Lisboa,Roma,Nova Iorque;Paris;Porto,160,Sim,Cabine,Perdida,Frágil,Atrasado,5414
3041,Barcelona,Paris,Lisboa,Porto;Dubai;Bangkok,178,Sim,Porão,Perdida,Normal,Atrasado,5824
3042,Roma,Barcelona,Barcelona,Madrid,14,Nao,Porão,Entregue,Normal,Cancelado,9044
3043,Los Angeles,London,Sydney,,148,Sim,Cabine,Perdida,Normal,Normal,784
3044,Bangkok,Madrid,Porto,Porto;London,15,Sim,Porão,Em trânsito,Normal,Normal,8924
3045,Roma,Los Angeles,Bangkok,Barcelona;Bangkok;Paris,23,Sim,Cabine,Em trânsito,Frágil,Atrasado,7153
3046,Tóquio,Rio de Janeiro,Los Angeles,Madrid;Barcelona,181,Sim,Cabine,Perdida,Normal,Atrasado,7415
3047,Madrid,Bangkok,Porto,,138,Sim,Cabine,Perdida,Normal,Normal,3609
3048,São Paulo,London,Roma,Sydney;Los Angeles;Roma,37,Sim,Cabine,Em trânsito,Normal,Atrasado,1774
3049,Porto,Tóquio,Rio de Janeiro,Rio de Janeiro,28,Sim,Cabine,Em trânsito,Valiosa,Atrasado,767
3050,Madrid,Lisboa,Barcelona,Barcelona;Porto,26,Sim,Porão,Em trânsito,Normal,Atrasado,2591
3051,Barcelona,Tóquio,Nova Iorque,Porto,187,Sim,Porão,Perdida,Normal,Atrasado,3110
3052,Los Angeles,Lisboa,Lisboa,,12,Nao,Porão,Entregue,Normal,Normal,7005
3053,Barcelona,Dubai,Tóquio,Los Angeles;Paris,156,Sim,Porão,Perdida,Normal,Normal,5815
3054,Funchal,Lisboa,Lisboa,Los Angeles;Sydney,33,Nao,Porão,Entregue,Normal,Normal,2522
3055,Barcelona,Roma,Roma,,35,Nao,Cabine,Entregue,Normal,Normal,5716
3056,Nova Iorque,Funchal,Roma,Madrid;Roma;Porto,13,Nao,Cabine,Entregue,Normal,Cancelado,4126
3057,Barcelona,Los Angeles,Los Angeles,,47,Nao,Cabine,Entregue,Normal,Normal,4975
3058,Nova Iorque,Funchal,Funchal,Lisboa;Madrid;Paris,53,Nao,Porão,Entregue,Normal,Normal,246
3059,Tóquio,Dubai,Paris,,151,Sim,Porão,Perdida,Normal,Normal,8823
3060,Roma,Bangkok,Bangkok,São Paulo,68,Nao,Cabine,Entregue,Frágil,Normal,8763
3061,Madrid,São Paulo,Dubai,,118,Sim,Porão,Perdida,Frágil,Normal,7522
3062,Lisboa,Nova Iorque,Nova Iorque,London,20,Nao,Cabine,Entregue,Normal,Cancelado,3079
3063,Nova Iorque,Funchal,Rio de Janeiro,Rio de Janeiro,25,Sim,Porão,Em trânsito,Normal,Normal,9606
3064,Los Angeles,Rio de Janeiro,Porto,Porto,18,Sim,Porão,Em trânsito,Normal,Atrasado,2114
3065,Sydney,Funchal,Bangkok,Madrid,113,Sim,Porão,Perdida,Normal,Atrasado,5404
3066,London,Rio de Janeiro,Nova Iorque,Roma;São Paulo;Nova Iorque,13,Sim,Porão,Em trânsito,Normal,Normal,7581
3067,Roma,Bangkok,Bangkok,,23,Nao,Cabine,Entregue,Normal,Cancelado,7350
3068,Los Angeles,Porto,Porto,,18,Nao,Porão,Entregue,Normal,Atrasado,6646
3069,Paris,Bangkok,Bangkok,,11,Nao,Porão,Entregue,Frágil,Cancelado,6105
3070,Lisboa,Funchal,São Paulo,Rio de Janeiro,183,Sim,Porão,Perdida,Normal,Atrasado,6956
3071,Nova Iorque,Los Angeles,Paris,Paris,32,Sim,Porão,Em trânsito,Frágil,Normal,3427
3072,Funchal,São Paulo,Madrid,Bangkok,187,Sim,Porão,Perdida,Frágil,Atrasado,9414
3073,Madrid,Funchal,Funchal,Roma;Dubai;Tóquio,11,Nao,Porão,Entregue,Frágil,Cancelado,3454
3074,Lisboa,Sydney,Sydney,,17,Nao,Porão,Entregue,Normal,Atrasado,1657
3075,Funchal,Nova Iorque,Nova Iorque,,45,Nao,Cabine,Entregue,Normal,Normal,287
3076,Paris,Funchal,Lisboa,Roma,129,Sim,Porão,Perdida,Frágil,Normal,4760
3077,Rio de Janeiro,Nova Iorque,Dubai,Dubai;Funchal,13,Sim,Cabine,Em trânsito,Valiosa,Normal,1737
3078,Paris,Tóquio,Tóquio,Barcelona,54,Nao,Porão,Entregue,Normal,Atrasado,2811
3079,Paris,Roma,Roma,,72,Nao,Porão,Entregue,Frágil,Cancelado,7805
3080,São Paulo,Porto,London,Roma;Barcelona;London,27,Sim,Cabine,Em trânsito,Normal,Normal,1723
3081,Tóquio,São Paulo,Sydney,Nova Iorque;Bangkok,170,Sim,Porão,Perdida,Normal,Atrasado,6881
3082,São Paulo,Paris,Madrid,Funchal;Barcelona;London,139,Sim,Cabine,Perdida,Normal,Normal,2401
3083,São Paulo,Nova Iorque,Nova Iorque,,39,Nao,Porão,Entregue,Normal,Normal,1492
3084,Funchal,Porto,Tóquio,Tóquio,22,Nao,Porão,Entregue,Normal,Cancelado,375
3085,Los Angeles,Barcelona,Paris,Paris;Porto,40,Sim,Porão,Em trânsito,Normal,Normal,9415
3086,Sydney,São Paulo,São Paulo,,48,Nao,Cabine,Entregue,Valiosa,Cancelado,3451
3087,São Paulo,Tóquio,Tóquio,Los Angeles;Nova Iorque,16,Nao,Porão,Entregue,Frágil,Normal,3708
3088,Sydney,Tóquio,Dubai,Nova Iorque;Lisboa;Dubai,18,Sim,Cabine,Em trânsito,Frágil,Atrasado,6587
3089,Los Angeles,Bangkok,Sydney,Paris,136,Sim,Porão,Perdida,Normal,Normal,9407
3090,Madrid,Lisboa,Lisboa,Barcelona;London;Roma,16,Nao,Cabine,Entregue,Normal,Cancelado,2309
3091,Rio de Janeiro,São Paulo,São Paulo,Roma;Sydney;Barcelona,13,Nao,Porão,Entregue,Frágil,Normal,7164
3092,Los Angeles,Dubai,Dubai,Nova Iorque;Madrid;London,28,Nao,Porão,Entregue,Normal,Normal,8937
3093,Barcelona,Roma,Sydney,Funchal,147,Sim,Porão,Perdida,Valiosa,Normal,5598
3094,Tóquio,Roma,Roma,Nova Iorque,14,Nao,Porão,Entregue,Normal,Atrasado,3257
3095,Dubai,Madrid,Funchal,Funchal,62,Nao,Porão,Entregue,Valiosa,Cancelado,119
3096,Rio de Janeiro,Los Angeles,Tóquio,Roma,137,Sim,Cabine,Perdida,Normal,Normal,6217
3097,Bangkok,Funchal,Dubai,London;São Paulo,119,Sim,Cabine,Perdida,Normal,Atrasado,6934
3098,Barcelona,Dubai,Sydney,,104,Sim,Cabine,Perdida,Frágil,Atrasado,2546
3099,London,Dubai,Rio de Janeiro,Sydney;Lisboa;Porto,175,Sim,Cabine,Perdida,Normal,Atrasado,7975
3100,Los Angeles,Porto,Porto,,57,Nao,Porão,Entregue,Frágil,Cancelado,4068
3101,Rio de Janeiro,Bangkok,Bangkok,,27,Nao,Cabine,Entregue,Normal,Cancelado,8121
3102,Nova Iorque,Funchal,Tóquio,Los Angeles;Roma;Tóquio,48,Sim,Porão,Em trânsito,Normal,Normal,1941
3103,Los Angeles,Paris,Paris,,69,Nao,Porão,Entregue,Frágil,Normal,5594
3104,London,Rio de Janeiro,Rio de Janeiro,,27,Nao,Porão,Entregue,Frágil,Normal,5346
3105,Dubai,Roma,Paris,Madrid,166,Sim,Porão,Perdida,Normal,Atrasado,9904
3106,Madrid,Roma,Porto,São Paulo;Nova Iorque;Tóquio,121,Sim,Porão,Perdida,Normal,Atrasado,3839
3107,Lisboa,Paris,Nova Iorque,Bangkok;Rio de Janeiro,165,Sim,Cabine,Perdida,Valiosa,Atrasado,3908
3108,Lisboa,Sydney,Sydney,Dubai;Roma;Rio de Janeiro,56,Nao,Porão,Entregue,Frágil,Atrasado,7513
3109,São Paulo,Los Angeles,Los Angeles,,50,Nao,Porão,Entregue,Frágil,Normal,9678
3110,São Paulo,Tóquio,Tóquio,Madrid,43,Nao,Cabine,Entregue,Normal,Normal,9529
3111,Paris,Rio de Janeiro,Rio de Janeiro,,59,Nao,Cabine,Entregue,Normal,Normal,1769
3112,Rio de Janeiro,Los Angeles,Los Angeles,,21,Nao,Cabine,Entregue,Frágil,Cancelado,8252
3113,Porto,London,Sydney,Rio de Janeiro;Los Angeles;Tóquio,132,Sim,Porão,Perdida,Normal,Normal,9936
3114,Rio de Janeiro,London,London,São Paulo;Dubai;Los Angeles,59,Nao,Cabine,Entregue,Normal,Atrasado,5868
3115,London,Dubai,Barcelona,Bangkok,200,Sim,Cabine,Perdida,Normal,Atrasado,1971
3116,Porto,Tóquio,Tóquio,Bangkok,55,Nao,Cabine,Entregue,Frágil,Atrasado,5275
3117,Dubai,Rio de Janeiro,Barcelona,Barcelona;London,34,Sim,Porão,Em trânsito,Frágil,Atrasado,8507
3118,Barcelona,Sydney,Porto,Porto;Funchal;Paris,39,Sim,Cabine,Em trânsito,Frágil,Normal,6750
3119,Bangkok,Rio de Janeiro,Rio de Janeiro,Porto;London,54,Nao,Porão,Entregue,Frágil,Atrasado,4469
3120,Bangkok,Lisboa,Lisboa,São Paulo;Nova Iorque,54,Nao,Cabine,Entregue,Normal,Atrasado,4955
3121,Lisboa,Barcelona,Barcelona,,71,Nao,Cabine,Entregue,Valiosa,Normal,6114
3122,Tóquio,Paris,São Paulo,Rio de Janeiro;São Paulo,24,Sim,Porão,Em trânsito,Normal,Normal,8319
3123,Madrid,Lisboa,Bangkok,,126,Sim,Porão,Perdida,Valiosa,Atrasado,299
3124,Madrid,Sydney,Lisboa,Dubai;Paris;Lisboa,35,Sim,Porão,Em trânsito,Normal,Normal,3323
3125,Roma,Porto,Tóquio,Tóquio,26,Sim,Porão,Em trânsito,Frágil,Atrasado,7733
3126,Dubai,Funchal,Madrid,Madrid;Nova Iorque,17,Sim,Cabine,Em trânsito,Frágil,Normal,9366
3127,Lisboa,Tóquio,Dubai,Barcelona;Sydney,163,Sim,Porão,Perdida,Valiosa,Atrasado,8085
3128,London,Rio de Janeiro,Rio de Janeiro,,47,Nao,Porão,Entregue,Normal,Cancelado,8984
3129,Lisboa,Madrid,Madrid,Barcelona;London,43,Nao,Porão,Entregue,Frágil,Normal,7185
3130,Los Angeles,Madrid,Madrid,Barcelona;São Paulo,30,Nao,Cabine,Entregue,Normal,Atrasado,3982
3131,Lisboa,Los Angeles,London,London,11,Sim,Cabine,Em trânsito,Normal,Normal,6002
3132,Rio de Janeiro,Lisboa,London,Sydney,189,Sim,Cabine,Perdida,Normal,Normal,6745
3133,Roma,Barcelona,São Paulo,Sydney;Dubai;São Paulo,27,Sim,Porão,Em trânsito,Normal,Atrasado,4065
3134,London,Madrid,Los Angeles,,144,Sim,Cabine,Perdida,Normal,Atrasado,4694
3135,Paris,Funchal,London,London;Los Angeles,39,Sim,Porão,Em trânsito,Frágil,Normal,6962
3136,Funchal,Rio de Janeiro,Rio de Janeiro,Madrid;Nova Iorque,30,Nao,Cabine,Entregue,Normal,Atrasado,132
3137,Madrid,Nova Iorque,Barcelona,Paris;Barcelona,17,Sim,Porão,Em trânsito,Normal,Atrasado,5663
3138,Barcelona,London,London,Lisboa;Tóquio;Sydney,30,Nao,Porão,Entregue,Normal,Atrasado,1229
3139,Roma,Dubai,Lisboa,,152,Sim,Cabine,Perdida,Normal,Atrasado,1072
3140,Madrid,Nova Iorque,Bangkok,Sydney,136,Sim,Porão,Perdida,Normal,Atrasado,602
3141,Barcelona,Rio de Janeiro,Porto,Porto;Bangkok,46,Sim,Porão,Em trânsito,Normal,Atrasado,2157
3142,Roma,Los Angeles,Tóquio,Tóquio;Bangkok;Nova Iorque,27,Sim,Cabine,Em trânsito,Normal,Atrasado,112
3143,Paris,Barcelona,Barcelona,Nova Iorque,26,Nao,Porão,Entregue,Valiosa,Atrasado,2768
3144,Porto,Rio de Janeiro,Sydney,Tóquio;Sydney,18,Sim,Porão,Em trânsito,Frágil,Normal,2105
3145,Barcelona,Roma,Nova Iorque,Nova Iorque;Bangkok,18,Sim,Porão,Em trânsito,Normal,Normal,7180
3146,Sydney,Funchal,Funchal,,19,Nao,Porão,Entregue,Normal,Atrasado,4144
3147,Dubai,Bangkok,Tóquio,Tóquio;Rio de Janeiro,20,Sim,Porão,Em trânsito,Normal,Atrasado,1332
3148,Funchal,Roma,Lisboa,Lisboa;Los Angeles;Tóquio,21,Sim,Porão,Em trânsito,Frágil,Normal,5621
3149,Lisboa,Madrid,Rio de Janeiro,Porto;Los Angeles;Tóquio,176,Sim,Cabine,Perdida,Normal,Atrasado,2491
3150,London,Lisboa,Roma,Roma;Nova Iorque;Barcelona,24,Sim,Porão,Em trânsito,Frágil,Atrasado,8043
3151,Barcelona,Sydney,Nova Iorque,Nova Iorque,23,Sim,Porão,Em trânsito,Normal,Normal,6578
3152,Sydney,Paris,Dubai,Lisboa;Barcelona;Dubai,21,Sim,Porão,Em trânsito,Valiosa,Atrasado,6892
3153,Los Angeles,Paris,São Paulo,Funchal,117,Sim,Porão,Perdida,Normal,Normal,5480
3154,Bangkok,Nova Iorque,Roma,,158,Sim,Porão,Perdida,Normal,Atrasado,4124
3155,Sydney,Dubai,Dubai,,33,Nao,Porão,Entregue,Frágil,Atrasado,4439
3156,Sydney,Barcelona,Funchal,Funchal,25,Sim,Cabine,Em trânsito,Normal,Normal,5363
3157,London,Rio de Janeiro,Madrid,Madrid,27,Sim,Porão,Em trânsito,Frágil,Atrasado,747
3158,Porto,Los Angeles,Los Angeles,,59,Nao,Porão,Entregue,Normal,Normal,6731
3159,Dubai,Funchal,London,Porto,191,Sim,Porão,Perdida,Frágil,Atrasado,3162
3160,Nova Iorque,Porto,Bangkok,Dubai;Lisboa,200,Sim,Porão,Perdida,Frágil,Atrasado,5774
3161,Roma,São Paulo,London,London,26,Sim,Porão,Em trânsito,Frágil,Atrasado,2981
3162,Funchal,Lisboa,Lisboa,,20,Nao,Cabine,Entregue,Frágil,Normal,2008
3163,Porto,Los Angeles,Dubai,Barcelona;London,141,Sim,Porão,Perdida,Normal,Atrasado,7281
3164,Porto,Barcelona,Barcelona,,22,Nao,Porão,Entregue,Valiosa,Cancelado,501
3165,São Paulo,Los Angeles,Los Angeles,,62,Nao,Porão,Entregue,Normal,Cancelado,114
3166,Funchal,Lisboa,Lisboa,Barcelona;Madrid,35,Nao,Cabine,Entregue,Frágil,Atrasado,961
3167,Bangkok,Nova Iorque,Funchal,Paris;Porto,123,Sim,Cabine,Perdida,Normal,Atrasado,5531
3168,Roma,Los Angeles,Los Angeles,Tóquio;Porto,31,Nao,Porão,Entregue,Normal,Atrasado,9682
3169,Bangkok,Dubai,Tóquio,São Paulo,115,Sim,Porão,Perdida,Valiosa,Atrasado,2350
3170,Los Angeles,Roma,Roma,Tóquio,71,Nao,Porão,Entregue,Normal,Normal,6739
3171,Barcelona,São Paulo,Funchal,Paris;Funchal,15,Sim,Cabine,Em trânsito,Valiosa,Normal,8797
3172,Nova Iorque,São Paulo,Paris,Los Angeles;Paris;Barcelona,33,Sim,Cabine,Em trânsito,Valiosa,Atrasado,8304
3173,Bangkok,Sydney,Sydney,São Paulo;Madrid;Lisboa,40,Nao,Porão,Entregue,Frágil,Atrasado,5616
3174,Lisboa,Madrid,Madrid,,37,Nao,Porão,Entregue,Valiosa,Cancelado,2245
3175,Nova Iorque,Sydney,Roma,Roma;Porto,27,Nao,Porão,Entregue,Normal,Cancelado,1124
3176,Funchal,Paris,Porto,Nova Iorque,153,Sim,Porão,Perdida,Valiosa,Atrasado,9066
3177,Rio de Janeiro,Bangkok,Bangkok,,33,Nao,Porão,Entregue,Normal,Atrasado,9775
3178,Rio de Janeiro,Dubai,Dubai,,55,Nao,Cabine,Entregue,Normal,Cancelado,9566
3179,Barcelona,Dubai,Dubai,Rio de Janeiro,14,Nao,Porão,Entregue,Normal,Atrasado,7066
3180,Nova Iorque,Los Angeles,Porto,,109,Sim,Porão,Perdida,Valiosa,Normal,6672
3181,Madrid,Barcelona,Barcelona,São Paulo;Porto,64,Nao,Porão,Entregue,Normal,Atrasado,2943
3182,Dubai,Bangkok,Bangkok,,49,Nao,Porão,Entregue,Normal,Cancelado,7387
3183,Sydney,Tóquio,Tóquio,Lisboa;Nova Iorque;Barcelona,47,Nao,Porão,Entregue,Normal,Normal,218
3184,São Paulo,Madrid,Madrid,,72,Nao,Porão,Entregue,Normal,Normal,4787
3185,Rio de Janeiro,São Paulo,São Paulo,Nova Iorque;Lisboa;Dubai,46,Nao,Cabine,Entregue,Normal,Atrasado,9002
3186,Los Angeles,Roma,Roma,,19,Nao,Porão,Entregue,Normal,Cancelado,7170
3187,Paris,São Paulo,São Paulo,,26,Nao,Porão,Entregue,Frágil,Cancelado,236
3188,London,Madrid,Madrid,Dubai;Roma,29,Nao,Porão,Entregue,Normal,Atrasado,6382
3189,Porto,London,São Paulo,Bangkok;Nova Iorque;São Paulo,19,Sim,Cabine,Em trânsito,Normal,Atrasado,2061
3190,Nova Iorque,Roma,Funchal,Lisboa,100,Sim,Cabine,Perdida,Normal,Normal,8971
3191,Dubai,Barcelona,Tóquio,,165,Sim,Porão,Perdida,Frágil,Atrasado,6964
3192,Rio de Janeiro,Los Angeles,Los Angeles,,40,Nao,Cabine,Entregue,Normal,Normal,993
3193,Funchal,Rio de Janeiro,Lisboa,Sydney,110,Sim,Porão,Perdida,Normal,Normal,6833
3194,Tóquio,Roma,Dubai,,190,Sim,Porão,Perdida,Frágil,Atrasado,9899
3195,Roma,Lisboa,Lisboa,Sydney;Tóquio,62,Nao,Cabine,Entregue,Frágil,Atrasado,5879
3196,Porto,Roma,Roma,Madrid;Sydney,11,Nao,Porão,Entregue,Frágil,Atrasado,4130
3197,Paris,Lisboa,Tóquio,,182,Sim,Cabine,Perdida,Normal,Normal,5227
3198,Madrid,Roma,Funchal,Funchal;London,14,Sim,Porão,Em trânsito,Valiosa,Normal,8433
3199,Paris,São Paulo,Porto,Porto,33,Sim,Porão,Em trânsito,Normal,Normal,8395
3200,Porto,Bangkok,Lisboa,Lisboa,39,Sim,Cabine,Em trânsito,Frágil,Normal,5124
3201,Funchal,Roma,London,Paris;Rio de Janeiro;Lisboa,177,Sim,Porão,Perdida,Normal,Atrasado,4934
3202,Rio de Janeiro,Los Angeles,São Paulo,Paris;Funchal,156,Sim,Porão,Perdida,Normal,Normal,1326
3203,Lisboa,Nova Iorque,London,Funchal,136,Sim,Cabine,Perdida,Normal,Normal,1368
3204,London,Barcelona,Tóquio,,121,Sim,Porão,Perdida,Normal,Atrasado,2290
3205,Lisboa,Nova Iorque,Funchal,Los Angeles;Funchal,9,Sim,Porão,Em trânsito,Frágil,Atrasado,670
3206,Paris,Dubai,Dubai,,16,Nao,Porão,Entregue,Frágil,Cancelado,5700
3207,Bangkok,Barcelona,Lisboa,São Paulo;London;Lisboa,60,Nao,Cabine,Entregue,Normal,Cancelado,4571
3208,Sydney,Lisboa,Rio de Janeiro,Funchal;Rio de Janeiro,37,Sim,Porão,Em trânsito,Frágil,Normal,3748
3209,Funchal,Barcelona,Barcelona,Dubai;Bangkok;London,63,Nao,Cabine,Entregue,Normal,Atrasado,6092
3210,Tóquio,Sydney,Paris,Porto;Paris;Barcelona,32,Sim,Cabine,Em trânsito,Frágil,Normal,2264
3211,Los Angeles,São Paulo,São Paulo,Madrid,29,Nao,Cabine,Entregue,Normal,Normal,8961
3212,Roma,Porto,Porto,Barcelona,44,Nao,Porão,Entregue,Normal,Atrasado,7592
3213,Nova Iorque,Lisboa,Tóquio,Tóquio,25,Sim,Cabine,Em trânsito,Normal,Atrasado,6821
3214,Sydney,Porto,Tóquio,Lisboa;Tóquio,45,Nao,Porão,Entregue,Normal,Cancelado,7750
3215,Paris,Barcelona,Dubai,Dubai,19,Sim,Porão,Em trânsito,Normal,Normal,6528
3216,Rio de Janeiro,Tóquio,Tóquio,,45,Nao,Porão,Entregue,Valiosa,Normal,4679
3217,Barcelona,Sydney,Tóquio,,162,Sim,Porão,Perdida,Normal,Normal,6188
3218,Madrid,Dubai,Dubai,,67,Nao,Porão,Entregue,Frágil,Normal,4672
3219,Porto,Madrid,London,,123,Sim,Porão,Perdida,Normal,Atrasado,2957
3220,Tóquio,São Paulo,São Paulo,Funchal;Bangkok;Porto,40,Nao,Cabine,Entregue,Normal,Normal,9700
3221,Los Angeles,Roma,Roma,,30,Nao,Porão,Entregue,Frágil,Cancelado,3864
3222,Porto,Tóquio,Barcelona,Barcelona,33,Sim,Porão,Em trânsito,Normal,Normal,9768
3223,São Paulo,Nova Iorque,Tóquio,Tóquio;Rio de Janeiro;Barcelona,26,Sim,Cabine,Em trânsito,Normal,Normal,571
3224,Rio de Janeiro,Los Angeles,Tóquio,London;Dubai;Tóquio,63,Nao,Porão,Entregue,Frágil,Cancelado,5602
3225,Roma,Porto,Porto,Funchal;London;Nova Iorque,65,Nao,Cabine,Entregue,Normal,Atrasado,6828
3226,Rio de Janeiro,Roma,Porto,Porto,40,Nao,Porão,Entregue,Normal,Cancelado,623
3227,Porto,Madrid,Nova Iorque,Roma,193,Sim,Porão,Perdida,Valiosa,Normal,6982
3228,Madrid,Lisboa,Lisboa,São Paulo;Roma;Porto,47,Nao,Porão,Entregue,Frágil,Normal,7777
3229,Sydney,Porto,Los Angeles,Los Angeles,24,Sim,Cabine,Em trânsito,Normal,Normal,6509
3230,São Paulo,Rio de Janeiro,Rio de Janeiro,,53,Nao,Porão,Entregue,Valiosa,Atrasado,5918
3231,Bangkok,Los Angeles,Los Angeles,Roma;Porto,32,Nao,Cabine,Entregue,Valiosa,Cancelado,1222
3232,Los Angeles,Barcelona,Barcelona,,65,Nao,Cabine,Entregue,Normal,Normal,5407
3233,São Paulo,Lisboa,Lisboa,,35,Nao,Cabine,Entregue,Normal,Cancelado,4869
3234,Paris,Los Angeles,Porto,,102,Sim,Cabine,Perdida,Normal,Normal,1170
3235,Barcelona,Nova Iorque,Bangkok,Bangkok;Tóquio;Porto,69,Nao,Porão,Entregue,Normal,Cancelado,2380
3236,Funchal,Sydney,Sydney,,56,Nao,Porão,Entregue,Normal,Atrasado,8837
3237,Dubai,Rio de Janeiro,Rio de Janeiro,Porto;Los Angeles,52,Nao,Porão,Entregue,Frágil,Atrasado,8745
3238,Los Angeles,Tóquio,Sydney,Lisboa;Roma,130,Sim,Porão,Perdida,Frágil,Normal,6224
3239,Tóquio,Bangkok,São Paulo,,123,Sim,Porão,Perdida,Normal,Atrasado,9728
3240,Madrid,Funchal,Rio de Janeiro,Rio de Janeiro;Lisboa,23,Sim,Porão,Em trânsito,Frágil,Normal,5899
3241,Barcelona,Funchal,São Paulo,São Paulo;Bangkok,37,Sim,Porão,Em trânsito,Frágil,Normal,6200
3242,Sydney,Porto,Porto,,60,Nao,Porão,Entregue,Normal,Cancelado,2999
3243,Porto,Paris,Bangkok,Bangkok,12,Sim,Porão,Em trânsito,Valiosa,Normal,1293
3244,Los Angeles,Rio de Janeiro,Nova Iorque,Roma;São Paulo,118,Sim,Cabine,Perdida,Normal,Atrasado,3669
3245,São Paulo,Nova Iorque,Madrid,Los Angeles;Madrid;Barcelona,19,Sim,Porão,Em trânsito,Normal,Atrasado,8306
3246,London,Bangkok,São Paulo,Roma;Barcelona;Paris,173,Sim,Cabine,Perdida,Frágil,Atrasado,7357
3247,Barcelona,Lisboa,Lisboa,,26,Nao,Porão,Entregue,Frágil,Normal,7187
3248,Barcelona,Rio de Janeiro,Rio de Janeiro,Paris;Los Angeles,44,Nao,Porão,Entregue,Normal,Atrasado,6332
3249,Rio de Janeiro,Lisboa,Lisboa,Bangkok;Roma;Paris,31,Nao,Cabine,Entregue,Normal,Atrasado,2874
3250,Porto,Rio de Janeiro,Rio de Janeiro,London;Tóquio;Roma,66,Nao,Porão,Entregue,Frágil,Normal,1947
3251,Roma,Funchal,Lisboa,Tóquio,188,Sim,Porão,Perdida,Normal,Atrasado,3330
3252,Roma,Madrid,Paris,Bangkok;Nova Iorque;Barcelona,178,Sim,Porão,Perdida,Frágil,Atrasado,9348
3253,Dubai,Roma,Tóquio,Barcelona,116,Sim,Porão,Perdida,Frágil,Normal,5454
3254,Roma,Dubai,Dubai,Tóquio,46,Nao,Porão,Entregue,Normal,Normal,9093
3255,Bangkok,Barcelona,Barcelona,,63,Nao,Cabine,Entregue,Normal,Atrasado,4998
3256,Bangkok,Porto,Porto,,55,Nao,Cabine,Entregue,Normal,Cancelado,2796
3257,Paris,Tóquio,Dubai,,171,Sim,Porão,Perdida,Normal,Normal,5065
3258,Madrid,Porto,Funchal,Funchal,14,Nao,Porão,Entregue,Valiosa,Cancelado,3745
3259,Porto,Paris,Dubai,Dubai,21,Sim,Porão,Em trânsito,Normal,Normal,1285
3260,Sydney,Nova Iorque,Bangkok,Los Angeles,168,Sim,Cabine,Perdida,Normal,Atrasado,4773
3261,Madrid,Sydney,Paris,,189,Sim,Cabine,Perdida,Frágil,Normal,6619
3262,Bangkok,Los Angeles,Dubai,Funchal;São Paulo;Porto,175,Sim,Porão,Perdida,Normal,Normal,7052
3263,London,Madrid,Porto,Funchal,188,Sim,Porão,Perdida,Normal,Normal,3884
3264,Tóquio,Barcelona,Bangkok,Paris;Roma,171,Sim,Cabine,Perdida,Normal,Normal,9653
3265,Nova Iorque,Paris,Lisboa,Dubai,138,Sim,Porão,Perdida,Frágil,Normal,7454
3266,Paris,Roma,Roma,London;Porto;São Paulo,40,Nao,Cabine,Entregue,Valiosa,Atrasado,8537
3267,Los Angeles,Bangkok,Bangkok,London;Roma,70,Nao,Porão,Entregue,Normal,Normal,7612
3268,Paris,Roma,Nova Iorque,,177,Sim,Porão,Perdida,Frágil,Atrasado,7554
3269,Bangkok,Sydney,Sydney,Los Angeles;Roma,65,Nao,Porão,Entregue,Normal,Atrasado,2952
3270,Madrid,São Paulo,Paris,Paris,10,Sim,Porão,Em trânsito,Normal,Normal,1375
3271,São Paulo,Nova Iorque,Bangkok,London;Tóquio;Bangkok,31,Sim,Porão,Em trânsito,Normal,Atrasado,9424
3272,Nova Iorque,Dubai,Dubai,,70,Nao,Porão,Entregue,Normal,Cancelado,272
3273,Nova Iorque,Tóquio,Tóquio,,36,Nao,Porão,Entregue,Normal,Normal,8402
3274,São Paulo,Paris,Sydney,Sydney;Lisboa,30,Sim,Porão,Em trânsito,Normal,Normal,7390
3275,Roma,Rio de Janeiro,Rio de Janeiro,,63,Nao,Cabine,Entregue,Normal,Atrasado,3380
3276,São Paulo,Bangkok,Sydney,Los Angeles,122,Sim,Porão,Perdida,Valiosa,Normal,4836
3277,Sydney,Porto,Porto,,57,Nao,Porão,Entregue,Normal,Normal,3586
3278,Barcelona,Roma,Roma,,56,Nao,Porão,Entregue,Frágil,Cancelado,4028
3279,Funchal,Nova Iorque,Roma,Roma,26,Sim,Porão,Em trânsito,Normal,Atrasado,7384
3280,Porto,Los Angeles,Tóquio,Bangkok;Barcelona,160,Sim,Cabine,Perdida,Normal,Normal,2872
3281,Porto,Sydney,Sydney,Los Angeles;Bangkok;Rio de Janeiro,69,Nao,Porão,Entregue,Frágil,Normal,9701
3282,Bangkok,Porto,São Paulo,São Paulo;London,19,Nao,Porão,Entregue,Normal,Cancelado,4536
3283,Madrid,Barcelona,Barcelona,,36,Nao,Porão,Entregue,Frágil,Cancelado,7448
3284,Los Angeles,Tóquio,Madrid,Barcelona;Nova Iorque,166,Sim,Porão,Perdida,Frágil,Normal,891
3285,Rio de Janeiro,Nova Iorque,London,,198,Sim,Cabine,Perdida,Normal,Normal,5900
3286,Los Angeles,London,London,Barcelona,12,Nao,Porão,Entregue,Frágil,Atrasado,1346
