id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
875,Sydney,London,London,São Paulo;Istambul,55,Nao,Porão,Entregue,Frágil,Cancelado,537
876,Moscovo,Los Angeles,Rio de Janeiro,,110,Sim,Porão,Perdida,Frágil,Atrasado,8032
877,Cairo,Berlim,Berlim,Funchal;Nova Iorque;Hong Kong,190,Sim,Cabine,Perdida,Valiosa,Normal,1039
878,Porto,Berlim,Berlim,Tóquio,5,Sim,Cabine,Em trânsito,Frágil,Atrasado,8771
879,Madrid,Roma,Roma,,16,Nao,Porão,Entregue,Normal,Atrasado,2334
880,Cairo,Rio de Janeiro,Rio de Janeiro,Dubai,57,Nao,Cabine,Entregue,Normal,Cancelado,5944
881,London,Porto,Porto,,64,Nao,Cabine,Entregue,Normal,Normal,1300
882,Barcelona,Bangkok,Bangkok,Sydney,56,Nao,Porão,Entregue,Normal,Normal,6058
883,Lisboa,Paris,Paris,,34,Nao,Porão,Entregue,Frágil,Cancelado,106
884,Bangkok,São Paulo,Lisboa,Rio de Janeiro;Los Angeles,176,Sim,Porão,Perdida,Frágil,Atrasado,1892
885,Bangkok,Madrid,Cairo,,122,Sim,Porão,Perdida,Normal,Normal,4477
886,Porto,Tóquio,Tóquio,Rio de Janeiro;São Paulo;Porto,29,Nao,Porão,Entregue,Normal,Cancelado,560
887,Madrid,London,London,,72,Nao,Cabine,Entregue,Normal,Normal,1613
888,Lisboa,Madrid,Rio de Janeiro,,185,Sim,Porão,Perdida,Frágil,Normal,1005
889,Barcelona,Funchal,Funchal,Barcelona;São Paulo,12,Nao,Porão,Entregue,Frágil,Normal,285
890,Paris,Moscovo,Sydney,Nova Iorque,100,Sim,Porão,Perdida,Frágil,Normal,6503
891,London,Berlim,Berlim,,188,Sim,Cabine,Perdida,Normal,Normal,2572
892,London,Porto,Porto,Cairo,42,Nao,Porão,Entregue,Frágil,Cancelado,8981
893,Madrid,Sydney,Auckland,Madrid;Buenos Aires,131,Sim,Porão,Perdida,Normal,Atrasado,626
894,Madrid,Auckland,Auckland,Nova Iorque;London;Porto,62,Nao,Cabine,Entregue,Normal,Cancelado,6166
895,Madrid,Buenos Aires,Funchal,Nova Iorque,112,Sim,Porão,Perdida,Frágil,Atrasado,4072
896,Barcelona,Porto,Funchal,Funchal;Sydney,28,Sim,Porão,Em trânsito,Valiosa,Normal,2997
897,Barcelona,Berlim,Berlim,Moscovo,65,Nao,Porão,Entregue,Frágil,Normal,1181
898,Istambul,Buenos Aires,Rio de Janeiro,Rio de Janeiro,41,Sim,Porão,Em trânsito,Frágil,Normal,1118
899,Bangkok,London,London,,44,Nao,Porão,Entregue,Normal,Normal,7614
900,Los Angeles,Madrid,Madrid,Buenos Aires;Tóquio;Nova Iorque,27,Nao,Cabine,Entregue,Normal,Cancelado,477
901,Sydney,Hong Kong,Los Angeles,Sydney,142,Sim,Porão,Perdida,Normal,Normal,6685
902,Sydney,Berlim,Berlim,,186,Sim,Cabine,Perdida,Frágil,Atrasado,9778
903,Sydney,São Paulo,Sydney,,187,Sim,Porão,Perdida,Normal,Normal,2812
904,Bangkok,Dubai,Dubai,,16,Nao,Porão,Entregue,Valiosa,Atrasado,9819
905,Lisboa,Barcelona,Roma,Roma;Rio de Janeiro;Nova Iorque,28,Nao,Porão,Em trânsito,Normal,Normal,4157
906,Cairo,Moscovo,Porto,Nova Iorque,129,Sim,Porão,Perdida,Normal,Normal,8469
907,London,Buenos Aires,Buenos Aires,,56,Nao,Porão,Entregue,Normal,Normal,713
908,Moscovo,Sydney,Sydney,Cairo,58,Nao,Cabine,Entregue,Frágil,Normal,2076
909,Roma,Auckland,Auckland,Sydney;Porto,181,Sim,Cabine,Perdida,Normal,Normal,7195
910,Buenos Aires,Sydney,Sydney,Funchal;Lisboa,41,Nao,Cabine,Entregue,Frágil,Cancelado,2101
911,Lisboa,Berlim,Berlim,,69,Nao,Porão,Entregue,Valiosa,Atrasado,3919
912,Cairo,Paris,Madrid,Roma,119,Sim,Porão,Perdida,Normal,Normal,9780
913,Rio de Janeiro,Berlim,Paris,Dubai;Paris,13,Nao,Porão,Em trânsito,Normal,Atrasado,6956
914,Tóquio,Barcelona,Barcelona,Sydney,40,Nao,Porão,Entregue,Valiosa,Cancelado,2763
915,Berlim,Cairo,Cairo,,24,Nao,Porão,Entregue,Frágil,Cancelado,5758
916,Auckland,Cairo,Cairo,,16,Nao,Cabine,Entregue,Normal,Cancelado,6667
917,Barcelona,Paris,Hong Kong,,137,Sim,Porão,Perdida,Normal,Atrasado,6937
918,Porto,London,London,Funchal;Lisboa,71,Nao,Cabine,Entregue,Normal,Normal,3855
919,Barcelona,Bangkok,Cairo,Cairo,27,Sim,Porão,Em trânsito,Valiosa,Normal,8430
920,Dubai,Madrid,Madrid,,67,Nao,Porão,Entregue,Normal,Normal,2244
921,Porto,São Paulo,São Paulo,Bangkok,33,Nao,Cabine,Entregue,Frágil,Cancelado,182
922,Los Angeles,Porto,Barcelona,Istambul,153,Sim,Porão,Perdida,Normal,Atrasado,6214
923,Berlim,Los Angeles,Los Angeles,Porto;Auckland;Madrid,190,Sim,Cabine,Perdida,Frágil,Atrasado,5283
924,London,Paris,Paris,,49,Nao,Cabine,Entregue,Normal,Cancelado,6358
925,Istambul,São Paulo,Tóquio,Tóquio;Rio de Janeiro,30,Sim,Porão,Em trânsito,Valiosa,Atrasado,3167
926,Istambul,Moscovo,Moscovo,Porto;Lisboa,159,Sim,Cabine,Perdida,Valiosa,Atrasado,2328
927,Buenos Aires,Bangkok,Bangkok,,69,Nao,Porão,Entregue,Frágil,Cancelado,9051
928,Bangkok,London,London,Auckland,20,Nao,Cabine,Entregue,Frágil,Normal,5327
929,Auckland,London,London,Tóquio;Auckland,68,Nao,Porão,Entregue,Valiosa,Atrasado,6794
930,São Paulo,Istambul,Istambul,,67,Nao,Porão,Entregue,Normal,Atrasado,2060
931,Barcelona,São Paulo,São Paulo,Buenos Aires;Hong Kong,63,Nao,Porão,Entregue,Frágil,Cancelado,8841
932,Bangkok,Buenos Aires,Buenos Aires,,70,Nao,Cabine,Entregue,Frágil,Cancelado,3045
933,Bangkok,Barcelona,Auckland,Rio de Janeiro;Sydney,155,Sim,Porão,Perdida,Normal,Atrasado,8660
934,Buenos Aires,Paris,Paris,,47,Nao,Porão,Entregue,Valiosa,Cancelado,6076
935,Buenos Aires,Bangkok,Porto,Tóquio;Paris,157,Sim,Porão,Perdida,Normal,Atrasado,163
936,Madrid,Funchal,Funchal,,20,Nao,Porão,Entregue,Valiosa,Cancelado,5630
937,Berlim,Dubai,Dubai,Moscovo;Paris;Roma,15,Nao,Cabine,Em trânsito,Normal,Atrasado,6591
938,Funchal,Tóquio,Tóquio,,63,Nao,Cabine,Entregue,Normal,Atrasado,1255
939,Roma,Lisboa,Rio de Janeiro,Roma;Porto;Istambul,140,Sim,Porão,Perdida,Normal,Normal,1729
940,London,São Paulo,São Paulo,Roma;Cairo;Nova Iorque,56,Nao,Cabine,Entregue,Normal,Atrasado,1996
941,Berlim,Barcelona,Barcelona,Dubai;Tóquio,14,Nao,Cabine,Em trânsito,Normal,Atrasado,7329
942,Madrid,Buenos Aires,Madrid,Nova Iorque;Funchal;Madrid,28,Sim,Porão,Em trânsito,Frágil,Normal,8237
943,Lisboa,Sydney,Sydney,,128,Sim,Cabine,Perdida,Normal,Atrasado,8442
944,Porto,Istambul,Istambul,Lisboa,35,Nao,Porão,Entregue,Frágil,Normal,7009
945,São Paulo,Istambul,Istambul,Rio de Janeiro,10,Nao,Porão,Entregue,Normal,Cancelado,9361
946,Lisboa,Sydney,Sydney,Hong Kong;Paris,45,Nao,Porão,Entregue,Normal,Atrasado,5339
947,Hong Kong,Cairo,Cairo,,14,Nao,Porão,Entregue,Normal,Normal,281
948,Los Angeles,Dubai,Dubai,Los Angeles;Nova Iorque,46,Nao,Porão,Entregue,Frágil,Atrasado,5919
949,Dubai,Barcelona,Barcelona,Berlim;Rio de Janeiro,43,Nao,Cabine,Entregue,Normal,Atrasado,1222
950,Berlim,São Paulo,São Paulo,Sydney;Funchal,30,Sim,Cabine,Em trânsito,Valiosa,Normal,6660
951,Buenos Aires,Cairo,Cairo,Paris;London,17,Nao,Cabine,Entregue,Normal,Cancelado,3736
952,Istambul,Moscovo,Moscovo,,21,Nao,Porão,Entregue,Normal,Atrasado,7769
953,Los Angeles,Porto,Porto,,15,Nao,Porão,Entregue,Normal,Normal,8688
954,Cairo,Berlim,Sydney,,182,Sim,Porão,Perdida,Valiosa,Normal,7777
955,Los Angeles,Auckland,Istambul,Lisboa;Istambul,25,Sim,Porão,Em trânsito,Frágil,Atrasado,3952
956,Bangkok,Rio de Janeiro,Rio de Janeiro,Tóquio;Paris,36,Nao,Cabine,Entregue,Frágil,Atrasado,4081
957,Auckland,Cairo,Cairo,Rio de Janeiro;Buenos Aires,138,Sim,Cabine,Perdida,Frágil,Normal,5850
958,Bangkok,Dubai,Rio de Janeiro,Hong Kong;Roma;Madrid,154,Sim,Porão,Perdida,Normal,Atrasado,9792
959,Berlim,Sydney,Sydney,Lisboa,71,Nao,Cabine,Entregue,Normal,Atrasado,1311
960,Auckland,Moscovo,Auckland,,160,Sim,Porão,Perdida,Normal,Normal,9673
961,Rio de Janeiro,Bangkok,Bangkok,Istambul;Barcelona,46,Nao,Cabine,Entregue,Frágil,Cancelado,5932
962,Istambul,Nova Iorque,Nova Iorque,Paris;Tóquio;Roma,40,Nao,Porão,Entregue,Frágil,Normal,3117
963,Istambul,Auckland,Auckland,Cairo;Barcelona;Hong Kong,51,Nao,Porão,Entregue,Valiosa,Normal,8086
964,Moscovo,Madrid,Madrid,Roma,34,Nao,Porão,Entregue,Normal,Cancelado,2225
965,Istambul,Berlim,Porto,Los Angeles;Istambul,116,Sim,Porão,Perdida,Frágil,Atrasado,4400
966,Tóquio,Cairo,Cairo,Berlim,22,Nao,Cabine,Entregue,Frágil,Normal,421
967,Sydney,Tóquio,Hong Kong,Nova Iorque,195,Sim,Porão,Perdida,Normal,Normal,2080
968,Lisboa,Cairo,Cairo,,200,Sim,Cabine,Perdida,Normal,Normal,9806
969,Tóquio,Nova Iorque,Nova Iorque,Buenos Aires;Madrid;Funchal,16,Nao,Cabine,Em trânsito,Normal,Atrasado,8716
970,Roma,Auckland,Auckland,London;Paris;Bangkok,48,Nao,Cabine,Entregue,Normal,Normal,6984
971,Buenos Aires,Porto,Porto,,31,Nao,Porão,Entregue,Frágil,Cancelado,6535
972,Lisboa,Rio de Janeiro,Rio de Janeiro,London,40,Sim,Cabine,Em trânsito,Frágil,Normal,8795
973,Cairo,Los Angeles,Los Angeles,,65,Nao,Cabine,Entregue,Normal,Cancelado,7205
974,Roma,Madrid,Madrid,Bangkok,115,Sim,Cabine,Perdida,Frágil,Normal,3882
975,London,Paris,Paris,Funchal,32,Nao,Cabine,Em trânsito,Normal,Atrasado,3682
976,Hong Kong,Los Angeles,Los Angeles,,27,Nao,Porão,Entregue,Normal,Atrasado,7064
977,São Paulo,Paris,Paris,Madrid;Lisboa;Funchal,48,Nao,Porão,Entregue,Valiosa,Cancelado,1247
978,Madrid,Nova Iorque,Nova Iorque,,55,Nao,Cabine,Entregue,Valiosa,Normal,1457
979,Buenos Aires,Lisboa,Lisboa,Nova Iorque;Istambul,195,Sim,Cabine,Perdida,Frágil,Normal,5634
980,Buenos Aires,São Paulo,São Paulo,Istambul;Funchal,194,Sim,Cabine,Perdida,Normal,Normal,9962
981,Hong Kong,Sydney,Sydney,Cairo,176,Sim,Cabine,Perdida,Frágil,Atrasado,3128
982,Hong Kong,Porto,Porto,Los Angeles;Istambul;Sydney,12,Nao,Cabine,Entregue,Normal,Atrasado,9450
983,São Paulo,Nova Iorque,Nova Iorque,Berlim;Paris;Los Angeles,68,Nao,Cabine,Entregue,Normal,Cancelado,6175
984,Rio de Janeiro,São Paulo,São Paulo,Cairo;Buenos Aires,60,Nao,Porão,Entregue,Frágil,Cancelado,6286
985,Los Angeles,Hong Kong,Hong Kong,Sydney;Madrid,46,Nao,Cabine,Em trânsito,Normal,Normal,9315
986,Barcelona,Los Angeles,Dubai,Istambul,169,Sim,Porão,Perdida,Normal,Normal,1034
987,Funchal,Nova Iorque,Nova Iorque,,169,Sim,Cabine,Perdida,Normal,Atrasado,3242
988,Auckland,Roma,Paris,Paris;Buenos Aires,16,Sim,Porão,Em trânsito,Frágil,Atrasado,9400
989,Barcelona,Rio de Janeiro,Rio de Janeiro,Buenos Aires;Tóquio,16,Nao,Porão,Entregue,Valiosa,Cancelado,9244
990,Paris,Moscovo,Funchal,Sydney;Buenos Aires;Rio de Janeiro,181,Sim,Porão,Perdida,Frágil,Atrasado,1359
991,São Paulo,Auckland,Auckland,Lisboa;Madrid,14,Nao,Porão,Entregue,Valiosa,Atrasado,3216
992,Nova Iorque,Sydney,Sydney,Dubai,45,Nao,Cabine,Entregue,Normal,Cancelado,4521
993,Lisboa,Auckland,Auckland,,50,Nao,Porão,Entregue,Normal,Normal,2983
994,Dubai,Tóquio,Tóquio,Dubai;Porto;Madrid,157,Sim,Cabine,Perdida,Normal,Atrasado,9336
995,Istambul,Roma,Roma,Nova Iorque,67,Nao,Cabine,Entregue,Normal,Atrasado,2786
996,Auckland,São Paulo,São Paulo,Buenos Aires;Cairo,38,Nao,Porão,Entregue,Normal,Atrasado,7136
997,Madrid,Dubai,Dubai,Porto;Bangkok,190,Sim,Cabine,Perdida,Normal,Normal,8217
998,Nova Iorque,Tóquio,Tóquio,Rio de Janeiro,54,Nao,Porão,Entregue,Frágil,Cancelado,6713
999,São Paulo,Rio de Janeiro,Barcelona,Barcelona,22,Nao,Porão,Em trânsito,Normal,Normal,9374
1000,Nova Iorque,Hong Kong,Hong Kong,London,136,Sim,Cabine,Perdida,Normal,Atrasado,9053
1001,Berlim,Istambul,Cairo,Lisboa;Cairo;Moscovo,23,Sim,Porão,Em trânsito,Frágil,Normal,9444
1002,Sydney,Cairo,Cairo,London;Tóquio,12,Nao,Porão,Entregue,Frágil,Atrasado,3083
1003,Barcelona,Los Angeles,Sydney,Sydney,37,Nao,Porão,Em trânsito,Normal,Normal,3200
1004,Istambul,Bangkok,Bangkok,Rio de Janeiro;Barcelona;Funchal,26,Nao,Cabine,Entregue,Normal,Normal,1044
1005,Istambul,Barcelona,Funchal,Funchal;Buenos Aires;Tóquio,16,Nao,Porão,Em trânsito,Normal,Normal,1461
1006,Istambul,Porto,Porto,,18,Nao,Porão,Entregue,Normal,Cancelado,7789
1007,Sydney,Auckland,Hong Kong,Hong Kong,21,Sim,Porão,Em trânsito,Valiosa,Atrasado,7437
1008,Moscovo,Cairo,Cairo,Los Angeles,184,Sim,Cabine,Perdida,Normal,Normal,7062
1009,Funchal,Auckland,Auckland,Roma;Porto,21,Nao,Porão,Entregue,Frágil,Normal,2116
1010,Rio de Janeiro,Paris,Paris,Lisboa,131,Sim,Cabine,Perdida,Frágil,Atrasado,2482
1011,Lisboa,Roma,Lisboa,Lisboa;Auckland,28,Nao,Porão,Em trânsito,Normal,Normal,2222
1012,Paris,Lisboa,Moscovo,Madrid;Istambul,179,Sim,Porão,Perdida,Normal,Atrasado,4169
1013,Berlim,Lisboa,Auckland,Nova Iorque;São Paulo;Roma,162,Sim,Porão,Perdida,Frágil,Normal,8331
1014,Moscovo,Sydney,Sydney,Moscovo,51,Nao,Cabine,Entregue,Normal,Cancelado,1680
1015,Rio de Janeiro,Sydney,Sydney,Buenos Aires;Rio de Janeiro;Roma,36,Nao,Cabine,Entregue,Normal,Atrasado,5907
1016,Dubai,Roma,Roma,Moscovo;Cairo;Lisboa,139,Sim,Cabine,Perdida,Normal,Normal,3573
1017,Lisboa,London,Moscovo,Rio de Janeiro;Moscovo,9,Nao,Porão,Em trânsito,Normal,Atrasado,5588
1018,London,Buenos Aires,Buenos Aires,Porto;Paris,63,Nao,Porão,Entregue,Frágil,Normal,6736
1019,Istambul,Roma,Auckland,,147,Sim,Porão,Perdida,Frágil,Normal,9373
1020,Hong Kong,Auckland,Madrid,Roma;Nova Iorque;Rio de Janeiro,151,Sim,Porão,Perdida,Frágil,Normal,3381
1021,Nova Iorque,Roma,Roma,Paris,62,Nao,Porão,Entregue,Normal,Atrasado,8883
1022,Rio de Janeiro,Auckland,Auckland,Bangkok;Lisboa;Barcelona,37,Nao,Porão,Entregue,Normal,Normal,1275
1023,Berlim,London,London,,43,Nao,Porão,Entregue,Normal,Normal,3814
1024,London,Dubai,Dubai,,62,Nao,Porão,Entregue,Normal,Atrasado,7460
1025,Hong Kong,Funchal,Buenos Aires,,110,Sim,Porão,Perdida,Normal,Normal,604
1026,Hong Kong,Barcelona,Barcelona,Roma,14,Nao,Cabine,Em trânsito,Normal,Normal,3761
1027,Hong Kong,Auckland,Funchal,London;Porto,108,Sim,Porão,Perdida,Frágil,Atrasado,2718
1028,Rio de Janeiro,Paris,Paris,Lisboa;Madrid;Bangkok,44,Nao,Cabine,Em trânsito,Normal,Normal,6723
1029,Istambul,Berlim,Berlim,Sydney,36,Nao,Porão,Entregue,Frágil,Normal,262
1030,Auckland,London,London,Paris;Lisboa,12,Nao,Cabine,Entregue,Normal,Atrasado,5276
1031,Funchal,Nova Iorque,Nova Iorque,,52,Nao,Porão,Entregue,Frágil,Atrasado,6569
1032,Rio de Janeiro,Porto,Dubai,Bangkok;Nova Iorque,167,Sim,Porão,Perdida,Normal,Atrasado,424
1033,Nova Iorque,Porto,Tóquio,Tóquio,17,Sim,Porão,Em trânsito,Valiosa,Normal,472
1034,Berlim,Rio de Janeiro,Rio de Janeiro,,18,Nao,Cabine,Entregue,Normal,Cancelado,1731
1035,Sydney,Paris,Paris,,198,Sim,Cabine,Perdida,Normal,Normal,5749
1036,Funchal,Berlim,Berlim,São Paulo;Funchal;Madrid,46,Nao,Cabine,Entregue,Normal,Atrasado,229
1037,Lisboa,Funchal,Funchal,Hong Kong;Roma,43,Nao,Cabine,Entregue,Frágil,Atrasado,6100
1038,Lisboa,Rio de Janeiro,Nova Iorque,São Paulo;Nova Iorque,18,Sim,Porão,Em trânsito,Frágil,Normal,1026
1039,Barcelona,Paris,Bangkok,Bangkok,32,Sim,Porão,Em trânsito,Valiosa,Atrasado,8996
1040,Moscovo,Paris,Paris,Bangkok;Roma;Auckland,5,Nao,Cabine,Em trânsito,Normal,Normal,2540
1041,Roma,Hong Kong,Berlim,Rio de Janeiro;Sydney;Berlim,13,Sim,Porão,Em trânsito,Valiosa,Normal,6396
1042,Istambul,Cairo,Cairo,Buenos Aires;Barcelona;Berlim,6,Sim,Cabine,Em trânsito,Frágil,Atrasado,9497
1043,Hong Kong,Berlim,Berlim,Madrid;Lisboa;Los Angeles,29,Nao,Cabine,Entregue,Frágil,Normal,6224
1044,Roma,Madrid,Madrid,Funchal;Sydney,63,Nao,Cabine,Entregue,Normal,Cancelado,9902
1045,Funchal,Porto,Dubai,Auckland;Dubai,36,Nao,Porão,Em trânsito,Normal,Atrasado,1309
1046,Roma,São Paulo,São Paulo,Buenos Aires;Istambul;Hong Kong,29,Nao,Cabine,Entregue,Normal,Normal,1765
1047,London,Dubai,Dubai,São Paulo;Buenos Aires,21,Nao,Porão,Entregue,Normal,Atrasado,838
1048,Cairo,Paris,Paris,Los Angeles,15,Nao,Porão,Entregue,Normal,Normal,5256
1049,Los Angeles,Moscovo,Moscovo,Bangkok,31,Nao,Cabine,Entregue,Normal,Cancelado,9341
1050,Madrid,Moscovo,Moscovo,,23,Nao,Porão,Entregue,Frágil,Normal,9638
1051,Hong Kong,London,Barcelona,,131,Sim,Porão,Perdida,Frágil,Atrasado,5422
1052,Buenos Aires,London,London,Roma;Funchal;Nova Iorque,20,Nao,Cabine,Em trânsito,Normal,Atrasado,1993
1053,Berlim,Auckland,Auckland,Los Angeles;Dubai,46,Sim,Cabine,Em trânsito,Frágil,Atrasado,2913
1054,Berlim,Lisboa,Lisboa,,122,Sim,Cabine,Perdida,Frágil,Normal,389
1055,Cairo,Moscovo,Moscovo,Lisboa;Sydney;London,28,Nao,Porão,Entregue,Normal,Normal,7160
1056,Buenos Aires,Dubai,Dubai,,62,Nao,Cabine,Entregue,Normal,Cancelado,6245
1057,Lisboa,São Paulo,São Paulo,Sydney,22,Nao,Porão,Entregue,Normal,Cancelado,6740
1058,Porto,Auckland,Tóquio,Hong Kong;Tóquio;Sydney,34,Nao,Porão,Em trânsito,Normal,Atrasado,2013
1059,Bangkok,Auckland,Auckland,Moscovo;Paris,165,Sim,Cabine,Perdida,Normal,Atrasado,6836
1060,Roma,Bangkok,Los Angeles,Buenos Aires,166,Sim,Porão,Perdida,Normal,Normal,1920
1061,Auckland,Rio de Janeiro,Rio de Janeiro,,42,Nao,Porão,Entregue,Normal,Atrasado,8977
1062,Berlim,Lisboa,Lisboa,Los Angeles;Berlim;Moscovo,38,Nao,Cabine,Entregue,Normal,Cancelado,8366
1063,Tóquio,Dubai,Dubai,Roma;Cairo,36,Nao,Cabine,Entregue,Frágil,Atrasado,3146
1064,Dubai,São Paulo,São Paulo,,10,Nao,Porão,Entregue,Normal,Cancelado,9010
1065,Funchal,Istambul,Istambul,London;Buenos Aires,64,Nao,Cabine,Entregue,Normal,Cancelado,8279
1066,Berlim,Funchal,Funchal,Auckland;Los Angeles,65,Nao,Porão,Entregue,Normal,Cancelado,3013
1067,Berlim,Funchal,Funchal,Dubai;Madrid,43,Nao,Porão,Entregue,Frágil,Atrasado,713
1068,Nova Iorque,Sydney,Hong Kong,Hong Kong;Dubai,28,Nao,Porão,Em trânsito,Normal,Atrasado,6395
1069,Auckland,Berlim,Porto,São Paulo;Istambul;Porto,14,Nao,Porão,Em trânsito,Normal,Atrasado,7903
1070,Roma,Auckland,Dubai,Funchal;Dubai;Roma,17,Sim,Porão,Em trânsito,Valiosa,Atrasado,6578
1071,Funchal,Moscovo,Moscovo,,43,Nao,Porão,Entregue,Normal,Normal,1225
1072,Berlim,Hong Kong,Hong Kong,,17,Nao,Cabine,Entregue,Normal,Atrasado,6138
1073,Dubai,London,London,Cairo;Bangkok,20,Nao,Porão,Entregue,Normal,Normal,6329
1074,Hong Kong,Nova Iorque,Nova Iorque,,43,Nao,Porão,Entregue,Valiosa,Atrasado,7055
1075,Hong Kong,Paris,Funchal,Dubai;Funchal,27,Nao,Porão,Em trânsito,Normal,Normal,1095
1076,Porto,Buenos Aires,Buenos Aires,Moscovo,199,Sim,Cabine,Perdida,Valiosa,Atrasado,2836
1077,Roma,Barcelona,Barcelona,Cairo;Roma;Tóquio,54,Nao,Porão,Entregue,Valiosa,Atrasado,4443
1078,Sydney,Los Angeles,Los Angeles,Funchal;Moscovo,55,Nao,Porão,Entregue,Valiosa,Atrasado,2323
1079,Nova Iorque,Lisboa,Lisboa,Porto;Moscovo,16,Sim,Cabine,Em trânsito,Frágil,Atrasado,1576
1080,Porto,Bangkok,Bangkok,London,14,Nao,Cabine,Entregue,Frágil,Cancelado,8387
1081,Madrid,Tóquio,Tóquio,Moscovo;Buenos Aires;Istambul,139,Sim,Cabine,Perdida,Normal,Normal,7962
1082,Sydney,Nova Iorque,Nova Iorque,Hong Kong;Moscovo,54,Nao,Porão,Entregue,Normal,Normal,3210
1083,Madrid,Rio de Janeiro,Porto,Porto,26,Sim,Porão,Em trânsito,Frágil,Normal,3642
1084,Porto,Rio de Janeiro,Moscovo,Berlim,102,Sim,Porão,Perdida,Frágil,Normal,6789
1085,Sydney,Bangkok,Bangkok,Auckland;Cairo;Sydney,168,Sim,Cabine,Perdida,Normal,Normal,9964
1086,London,Lisboa,Lisboa,London;Paris;Buenos Aires,21,Nao,Porão,Entregue,Normal,Atrasado,6736
1087,Lisboa,São Paulo,Berlim,Berlim,25,Nao,Porão,Em trânsito,Normal,Atrasado,8970
1088,Lisboa,Funchal,Roma,Roma;Buenos Aires;Rio de Janeiro,20,Sim,Porão,Em trânsito,Frágil,Atrasado,2247
1089,Porto,Los Angeles,Sydney,Roma,164,Sim,Porão,Perdida,Normal,Normal,9923
1090,Porto,Roma,London,Sydney,164,Sim,Porão,Perdida,Frágil,Atrasado,4615
1091,Barcelona,Sydney,São Paulo,São Paulo,31,Nao,Porão,Em trânsito,Normal,Atrasado,668
1092,Auckland,Istambul,Istambul,Hong Kong;São Paulo,32,Nao,Porão,Entregue,Normal,Cancelado,7094
1093,Tóquio,Rio de Janeiro,Rio de Janeiro,,118,Sim,Cabine,Perdida,Normal,Normal,2675
1094,São Paulo,Funchal,Funchal,,23,Nao,Porão,Entregue,Frágil,Normal,8142
1095,Tóquio,São Paulo,São Paulo,Rio de Janeiro,37,Nao,Cabine,Em trânsito,Normal,Atrasado,717
1096,Dubai,São Paulo,São Paulo,Bangkok,8,Nao,Cabine,Em trânsito,Normal,Atrasado,442
1097,Lisboa,London,London,Dubai;Berlim;Buenos Aires,32,Nao,Porão,Entregue,Normal,Cancelado,7045
1098,Tóquio,Hong Kong,Hong Kong,Moscovo,14,Nao,Cabine,Entregue,Normal,Normal,4313
1099,Barcelona,London,London,Lisboa,33,Nao,Porão,Entregue,Valiosa,Cancelado,1533
1100,Auckland,Lisboa,Bangkok,Buenos Aires,138,Sim,Porão,Perdida,Frágil,Normal,3440
1101,Los Angeles,Porto,Porto,Roma;São Paulo;Berlim,39,Nao,Cabine,Em trânsito,Normal,Normal,8324
1102,Roma,London,London,Auckland;Barcelona;Paris,31,Nao,Porão,Entregue,Normal,Cancelado,8598
1103,São Paulo,Moscovo,Moscovo,Porto;Nova Iorque;Dubai,38,Nao,Cabine,Entregue,Frágil,Atrasado,1913
1104,Paris,Barcelona,Barcelona,Istambul;Los Angeles;Moscovo,31,Nao,Porão,Entregue,Frágil,Normal,8964
1105,Madrid,Barcelona,Barcelona,Bangkok;Paris;Dubai,67,Nao,Porão,Entregue,Normal,Normal,2483
1106,Lisboa,Rio de Janeiro,Tóquio,Los Angeles;Lisboa;Tóquio,23,Sim,Porão,Em trânsito,Frágil,Normal,4739
1107,Moscovo,Lisboa,Dubai,Dubai,34,Sim,Porão,Em trânsito,Frágil,Atrasado,9518
1108,Istambul,Cairo,Dubai,Dubai;Rio de Janeiro,9,Nao,Porão,Em trânsito,Normal,Normal,5829
1109,Porto,Funchal,Cairo,Porto,188,Sim,Porão,Perdida,Normal,Normal,3666
1110,Hong Kong,Buenos Aires,Buenos Aires,Dubai,48,Nao,Cabine,Entregue,Normal,Normal,7577
1111,London,Buenos Aires,Tóquio,Tóquio,31,Sim,Porão,Em trânsito,Valiosa,Atrasado,7129
1112,Berlim,Tóquio,Tóquio,Istambul,16,Nao,Cabine,Entregue,Frágil,Cancelado,6867
1113,Roma,Sydney,Sydney,Cairo,24,Nao,Cabine,Entregue,Valiosa,Normal,7069
1114,Madrid,Buenos Aires,Los Angeles,,142,Sim,Porão,Perdida,Normal,Normal,5954
1115,Funchal,Moscovo,Moscovo,Los Angeles;Barcelona,176,Sim,Cabine,Perdida,Normal,Normal,5879
1116,Berlim,Sydney,Sydney,Hong Kong;Madrid,15,Sim,Cabine,Em trânsito,Valiosa,Atrasado,4298
1117,London,Moscovo,Moscovo,Buenos Aires,31,Nao,Porão,Entregue,Normal,Cancelado,9525
1118,Dubai,São Paulo,São Paulo,Barcelona;Roma;Moscovo,42,Nao,Cabine,Entregue,Frágil,Cancelado,468
1119,Roma,Moscovo,Cairo,Cairo;Rio de Janeiro,31,Sim,Porão,Em trânsito,Valiosa,Atrasado,7519
1120,Funchal,Cairo,Cairo,Auckland;Istambul;Tóquio,152,Sim,Cabine,Perdida,Frágil,Normal,8809
1121,Lisboa,Dubai,Porto,Buenos Aires;Tóquio;Porto,33,Nao,Porão,Em trânsito,Normal,Atrasado,734
